Orthogroup,overlaps,acidithiobacillus_ferrooxidans,acidithiobacillus_thiooxidans,burkholderia_pseudomallei,e_coli,l_ferriphilum.gbk,leptospirillum_ferrooxidans,pseudomonas_aeruginosa_pao1,s_maltophilia,shewanella_oneidensis,MEGAHIT-AR1_L2.36,MEGAHIT-AR2_L2.57,MEGAHIT-AR3_L2.6,MEGAHIT-AR4_L2.41,acidihalobacter_aeolianus,acidihalobacter_ferrooxydans,acidihalobacter_prosperus,acidihalobacter_yilgarnensis,acidithiobacillus_ferrooxidans_counts,acidithiobacillus_thiooxidans_counts,burkholderia_pseudomallei_counts,e_coli_counts,l_ferriphilum.gbk_counts,leptospirillum_ferrooxidans_counts,pseudomonas_aeruginosa_pao1_counts,s_maltophilia_counts,shewanella_oneidensis_counts,MEGAHIT-AR1_L2.36_counts,MEGAHIT-AR2_L2.57_counts,MEGAHIT-AR3_L2.6_counts,MEGAHIT-AR4_L2.41_counts,acidihalobacter_aeolianus_counts,acidihalobacter_ferrooxydans_counts,acidihalobacter_prosperus_counts,acidihalobacter_yilgarnensis_counts
OG0000539,1,,,,,LFTS_01301,,,,,IEKBFFFE_02553,"OIDPMNJM_00785, OIDPMNJM_01611",LNLMDAFO_00200,KPCADNOF_03082,AOV17039.1,APZ42656.1,OBS10865.1,AOU99635.1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1
OG0000541,1,,,,,,,,,WP_011072444.1,IEKBFFFE_02555,"OIDPMNJM_00787, OIDPMNJM_01613",LNLMDAFO_00202,KPCADNOF_01606,AOV17037.1,APZ42658.1,OBS10863.1,AOU98024.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000549,1,WP_009566207.1,,,,,,,,,IEKBFFFE_02758,OIDPMNJM_01906,LNLMDAFO_00307,KPCADNOF_00629,AOV17879.1,APZ42899.1,OBS09031.1,AOU98977.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000552,2,,,,WP_000284050.1,,,,,WP_011070670.1,IEKBFFFE_02806,OIDPMNJM_04320,LNLMDAFO_00259,KPCADNOF_02438,AOV17928.1,APZ42132.1,OBS09086.1,AOU99769.1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000554,2,,,,,,WP_014449041.1,NP_250492.1,,,IEKBFFFE_02850,"OIDPMNJM_00925, OIDPMNJM_02976",LNLMDAFO_00821,KPCADNOF_03690,AOV17350.1,APZ43588.1,OBS10306.1,AOU97504.1,0,0,0,0,0,1,1,0,0,1,2,1,1,1,1,1,1
OG0000555,1,,,,,,WP_014449042.1,,,,IEKBFFFE_02851,"OIDPMNJM_00926, OIDPMNJM_02977",LNLMDAFO_00822,KPCADNOF_03689,AOV17349.1,APZ43587.1,OBS10307.1,AOU97505.1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,1,1
OG0000557,1,WP_012536059.1,,,,,,,,,IEKBFFFE_02867,"OIDPMNJM_02993, OIDPMNJM_05280",LNLMDAFO_00838,KPCADNOF_01447,AOV17340.1,APZ44518.1,OBS10321.1,AOU97517.1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1
OG0000558,2,,,,WP_001148001.1,,,,,WP_011071421.1,IEKBFFFE_02882,"OIDPMNJM_01182, OIDPMNJM_03008",LNLMDAFO_00853,KPCADNOF_01201,AOV17329.1,APZ43873.1,OBS10336.1,AOU97527.1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000560,1,,,,,,,,,WP_011071433.1,IEKBFFFE_02908,OIDPMNJM_03034,LNLMDAFO_00879,"KPCADNOF_02378, KPCADNOF_02503",AOV17309.1,APZ43851.1,OBS10360.1,AOU97544.1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1
OG0000561,1,,,,,,,NP_253506.1,,,IEKBFFFE_03029,OIDPMNJM_02126,LNLMDAFO_01893,KPCADNOF_03889,,APZ41810.1,,,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0
OG0000562,3,,,WP_004531902.1,,,,,WP_005414660.1,WP_011070797.1,IEKBFFFE_03050,"OIDPMNJM_00712, OIDPMNJM_04493",LNLMDAFO_02023,KPCADNOF_00412,AOV16151.1,APZ44187.1,OBS09655.1,AOU97019.1,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1
OG0000566,1,WP_230456346.1,,,,,,,,,IEKBFFFE_03208,OIDPMNJM_04159,LNLMDAFO_03109,"KPCADNOF_03453, KPCADNOF_03644",AOV17066.1,APZ42667.1,OBS10901.1,AOU97996.1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1
OG0000568,1,,,,,,,,,WP_011073690.1,IEKBFFFE_03276,OIDPMNJM_04589,LNLMDAFO_02322,KPCADNOF_03674,AOV18637.1,APZ42457.1,OBS09099.1,AOU99024.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000570,2,,,WP_004553792.1,,,,NP_253152.1,,,IEKBFFFE_03289,OIDPMNJM_04602,LNLMDAFO_02335,KPCADNOF_01033,AOV18638.1,APZ44713.1,OBS09112.1,AOU99778.1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
OG0000571,1,,,,,,,,,WP_011072420.1,IEKBFFFE_03304,OIDPMNJM_04617,LNLMDAFO_02350,,AOV17964.1,APZ42186.1,OBS09127.1,AOU99044.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000572,1,,,,,,WP_014449149.1,,,,IEKBFFFE_03305,OIDPMNJM_04618,LNLMDAFO_02351,,AOV17963.1,APZ42187.1,OBS09128.1,AOU99045.1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
OG0000573,1,,,,,,WP_014449396.1,,,,IEKBFFFE_03350,OIDPMNJM_00449,LNLMDAFO_01548,KPCADNOF_03326,AOV16861.1,APZ43053.1,OBS10628.1,AOU98231.1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
OG0000576,3,,,,WP_001140187.1,LFTS_01312,,,,WP_011072769.1,IEKBFFFE_03365,"OIDPMNJM_01889, OIDPMNJM_02915",LNLMDAFO_01795,KPCADNOF_02436,AOV15872.1,APZ42013.1,OBS09380.1,AOU99817.1,0,0,0,1,1,0,0,0,1,1,2,1,1,1,1,1,1
OG0000577,1,,,,,,,,,WP_011070610.1,IEKBFFFE_03489,"OIDPMNJM_00456, OIDPMNJM_02231",LNLMDAFO_02266,KPCADNOF_02433,AOV17606.1,APZ44092.1,OBS07843.1,AOU98711.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000578,1,,,,,,,,,WP_011070618.1,IEKBFFFE_03550,"OIDPMNJM_03323, OIDPMNJM_05219",LNLMDAFO_02075,KPCADNOF_01938,AOV18593.1,APZ44084.1,OBS10033.1,AOU98703.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000579,1,,,,,,,,,WP_037421480.1,IEKBFFFE_03551,"OIDPMNJM_03324, OIDPMNJM_05220",LNLMDAFO_02076,KPCADNOF_01939,AOV17599.1,APZ44083.1,OBS10032.1,AOU99719.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000580,1,,,,,,,,,WP_011070620.1,IEKBFFFE_03552,"OIDPMNJM_03325, OIDPMNJM_05221",LNLMDAFO_02077,KPCADNOF_01940,AOV17598.1,APZ44082.1,OBS10031.1,AOU98702.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000582,1,,,,,,,,,WP_006083595.1,IEKBFFFE_03554,"OIDPMNJM_04533, OIDPMNJM_05223",LNLMDAFO_02079,KPCADNOF_01942,AOV17596.1,APZ44080.1,OBS10029.1,AOU98700.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000583,1,,,,,,,,,WP_006083593.1,IEKBFFFE_03556,"OIDPMNJM_03942, OIDPMNJM_04531, OIDPMNJM_05225",LNLMDAFO_02081,KPCADNOF_01944,AOV17594.1,APZ44078.1,OBS10027.1,AOU98698.1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1
OG0000585,1,,,,,,,,,WP_006083590.1,IEKBFFFE_03559,"OIDPMNJM_03250, OIDPMNJM_03945, OIDPMNJM_05228",LNLMDAFO_02084,KPCADNOF_01947,AOV17591.1,APZ44075.1,OBS10024.1,AOU98695.1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1
OG0000586,1,,,,,,,,,WP_011070623.1,IEKBFFFE_03560,"OIDPMNJM_03249, OIDPMNJM_03946, OIDPMNJM_05229",LNLMDAFO_02085,KPCADNOF_01948,AOV17590.1,APZ44074.1,OBS10023.1,AOU98694.1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1
OG0000587,1,,,,,,,,,WP_011070624.1,IEKBFFFE_03561,"OIDPMNJM_03248, OIDPMNJM_05230",LNLMDAFO_02086,KPCADNOF_01949,AOV17589.1,APZ44728.1,OBS10022.1,AOU99718.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000588,1,,,,,,,,,WP_007644434.1,IEKBFFFE_03563,"OIDPMNJM_00243, OIDPMNJM_05232",LNLMDAFO_02088,KPCADNOF_01950,AOV17587.1,APZ44072.1,OBS10020.1,AOU98692.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000589,1,,,,,,,,,WP_011070626.1,IEKBFFFE_03564,"OIDPMNJM_00242, OIDPMNJM_05233",LNLMDAFO_02089,KPCADNOF_01951,AOV17586.1,APZ44071.1,OBS10019.1,AOU98691.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0000596,1,WP_012607441.1,,,,,,,,,,,,KPCADNOF_01362,"AOV16684.1, AOV16988.1","APZ42414.1, APZ42586.1","OBS07872.1, OBS09757.1","AOU98055.1, AOU98417.1",1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2
OG0000597,1,,,,,,,NP_254218.1,,,,,,KPCADNOF_01502,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OG0000598,1,,,,,,,,,WP_011074194.1,,,,,,,,AOU98837.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OG0000599,4,,,,,,,"NP_248931.1, NP_248982.1, NP_249649.1, NP_251450.1",,,,,,,,,,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
OG0000601,1,,,,,,,,,WP_011073672.1,IEKBFFFE_00039,OIDPMNJM_02881,LNLMDAFO_00705,KPCADNOF_01790,AOV16493.1,APZ42766.1,OBS08730.1,AOU97315.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000602,1,,,,,,,,,WP_006083042.1,IEKBFFFE_00041,OIDPMNJM_02879,LNLMDAFO_00707,KPCADNOF_01788,AOV16491.1,APZ42764.1,OBS08728.1,AOU97314.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000612,1,,,,,,,,,WP_011071891.1,"IEKBFFFE_00180, IEKBFFFE_02716",OIDPMNJM_04239,LNLMDAFO_02656,,AOV15977.1,,OBS09262.1,AOU99135.1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,1
OG0000616,1,,,,,,,,,WP_006081652.1,IEKBFFFE_00206,OIDPMNJM_01204,LNLMDAFO_03033,KPCADNOF_01838,AOV17187.1,APZ42276.1,OBS10996.1,AOU97846.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000618,1,,,,,,,,,WP_011071439.1,IEKBFFFE_00212,OIDPMNJM_01198,LNLMDAFO_03039,KPCADNOF_02400,AOV17181.1,APZ42280.1,OBS10990.1,AOU97852.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000620,1,,,,,,,,,WP_011072263.1,IEKBFFFE_00226,OIDPMNJM_02023,LNLMDAFO_01598,KPCADNOF_01102,AOV17060.1,APZ43427.1,OBS10894.1,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
OG0000621,2,,,,WP_001282101.1,,,,WP_005409543.1,,IEKBFFFE_00346,OIDPMNJM_02177,LNLMDAFO_02943,"KPCADNOF_00982, KPCADNOF_03276",AOV16639.1,APZ43017.1,OBS09814.1,AOU98461.1,0,0,0,1,0,0,0,1,0,1,1,1,2,1,1,1,1
OG0000622,4,,,WP_004524547.1,WP_001350520.1,,WP_014450228.1,,WP_005409544.1,,IEKBFFFE_00347,OIDPMNJM_02178,LNLMDAFO_02944,KPCADNOF_03275,AOV16638.1,APZ43016.1,OBS09815.1,AOU98462.1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
OG0000627,1,,,,,,,,WP_012479957.1,,IEKBFFFE_00520,"OIDPMNJM_00319, OIDPMNJM_01656, OIDPMNJM_04495",LNLMDAFO_01117,,AOV17088.1,APZ42350.1,OBS10917.1,,0,0,0,0,0,0,0,1,0,1,3,1,0,1,1,1,0
OG0000632,1,WP_012537372.1,,,,,,,,,IEKBFFFE_00633,OIDPMNJM_01121,LNLMDAFO_03197,KPCADNOF_01218,AOV18012.1,APZ42914.1,OBS08025.1,AOU96925.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000640,1,,,,,,,,,WP_011073451.1,IEKBFFFE_00790,OIDPMNJM_05084,LNLMDAFO_03237,KPCADNOF_00280,AOV15757.1,APZ41726.1,OBS09487.1,AOU99343.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000647,1,,,,,,,,,WP_011071401.1,IEKBFFFE_00931,OIDPMNJM_02355,LNLMDAFO_00619,KPCADNOF_00286,AOV17550.1,APZ44673.1,OBS09962.1,AOU98624.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000650,1,,,,,,,,,WP_011071405.1,IEKBFFFE_00936,OIDPMNJM_00428,LNLMDAFO_00614,KPCADNOF_01794,AOV17553.1,APZ44674.1,OBS09967.1,AOU99714.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000651,1,,,,,,,,,WP_011070664.1,IEKBFFFE_00954,OIDPMNJM_00340,LNLMDAFO_02781,KPCADNOF_02582,AOV18059.1,APZ41834.1,OBS08077.1,AOU96880.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000661,2,WP_012536110.1,,,,,,,,WP_011074290.1,"IEKBFFFE_01036, IEKBFFFE_03134","OIDPMNJM_00682, OIDPMNJM_04538","LNLMDAFO_01944, LNLMDAFO_02514",,AOV18676.1,APZ44357.1,OBS08285.1,"AOU97973.1, AOU99443.1",1,0,0,0,0,0,0,0,1,2,2,2,0,1,1,1,2
OG0000665,1,,,,,,,,,WP_011073282.1,IEKBFFFE_01087,"OIDPMNJM_01545, OIDPMNJM_03210",LNLMDAFO_02154,,AOV16708.1,APZ43209.1,OBS09726.1,AOU98385.1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,1
OG0000666,1,,,,,LFTS_01345,,,,,IEKBFFFE_01092,OIDPMNJM_01550,LNLMDAFO_02159,KPCADNOF_03083,AOV16713.1,APZ43247.1,OBS09721.1,AOU99676.1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
OG0000667,1,,,,,,,,,WP_011071784.1,IEKBFFFE_01101,OIDPMNJM_01559,LNLMDAFO_02168,KPCADNOF_01329,AOV16722.1,APZ43238.1,OBS11045.1,AOU98372.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000668,1,,,,,,,,,WP_011071785.1,IEKBFFFE_01102,OIDPMNJM_01560,LNLMDAFO_02169,KPCADNOF_01330,AOV16723.1,APZ43237.1,OBS11044.1,AOU98371.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000670,1,,,,,,,,,WP_011071787.1,IEKBFFFE_01104,OIDPMNJM_01562,LNLMDAFO_02171,KPCADNOF_01332,AOV16725.1,APZ43235.1,OBS11042.1,AOU99675.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000674,1,,,,,,,,,WP_011071792.1,IEKBFFFE_01109,OIDPMNJM_01567,LNLMDAFO_02176,KPCADNOF_00300,AOV16730.1,APZ44637.1,OBS11037.1,AOU98365.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000675,1,,,,,LFTS_01292,,,,,IEKBFFFE_01111,"OIDPMNJM_01569, OIDPMNJM_02613",LNLMDAFO_02178,KPCADNOF_00109,,APZ43230.1,OBS11035.1,AOU98363.1,0,0,0,0,1,0,0,0,0,1,2,1,1,0,1,1,1
OG0000676,1,,,,,LFTS_01294,,,,,IEKBFFFE_01113,OIDPMNJM_01571,LNLMDAFO_02180,KPCADNOF_00107,AOV16734.1,APZ43229.1,OBS11033.1,AOU99674.1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
OG0000677,1,,,,,LFTS_01297,,,,,IEKBFFFE_01114,"OIDPMNJM_01572, OIDPMNJM_05059",LNLMDAFO_02181,,AOV16735.1,APZ43228.1,OBS11032.1,AOU98361.1,0,0,0,0,1,0,0,0,0,1,2,1,0,1,1,1,1
OG0000680,1,,,,,,,,,WP_011072214.1,IEKBFFFE_01149,"OIDPMNJM_01584, OIDPMNJM_01677, OIDPMNJM_04980",LNLMDAFO_03310,KPCADNOF_01325,AOV16486.1,,OBS08718.1,AOU97307.1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,1,1
OG0000681,1,,,,,,,,,WP_011070613.1,IEKBFFFE_01180,OIDPMNJM_02228,LNLMDAFO_02054,KPCADNOF_02430,AOV17603.1,APZ44089.1,OBS07840.1,AOU98708.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000683,1,,,,,,,,,WP_011070611.1,IEKBFFFE_01182,OIDPMNJM_02230,LNLMDAFO_02056,KPCADNOF_02432,AOV17605.1,APZ44091.1,OBS07842.1,AOU98710.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000687,1,WP_012537682.1,,,,,,,,,IEKBFFFE_01261,OIDPMNJM_04809,LNLMDAFO_01749,KPCADNOF_00278,AOV18137.1,APZ44306.1,OBS08189.1,AOU99454.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000688,1,,,,,,,,,WP_011074184.1,IEKBFFFE_01263,OIDPMNJM_04807,LNLMDAFO_01751,KPCADNOF_01656,AOV18138.1,APZ44309.1,OBS08191.1,AOU96787.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000691,1,,,,,,,,,WP_011071499.1,IEKBFFFE_01289,OIDPMNJM_04781,LNLMDAFO_01777,KPCADNOF_02392,AOV18165.1,"APZ42631.1, APZ44327.1",OBS08226.1,AOU96758.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1
OG0000693,2,,,WP_004527590.1,,LFTS_00656,,,,,IEKBFFFE_01384,OIDPMNJM_01244,LNLMDAFO_02009,KPCADNOF_02461,AOV16845.1,APZ42295.1,OBS09984.1,AOU98643.1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
OG0000698,1,,,,,,,NP_253948.1,,,IEKBFFFE_01645,"OIDPMNJM_03621, OIDPMNJM_04260",LNLMDAFO_00058,,AOV15671.1,APZ41748.1,OBS09590.1,AOU96631.1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,1,1
OG0000702,1,,,,,,,NP_250931.1,,,IEKBFFFE_01780,OIDPMNJM_00795,LNLMDAFO_01404,,AOV18333.1,APZ44439.1,OBS09492.1,AOU99837.1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
OG0000704,2,,,,,,,NP_253804.1,,WP_011074056.1,IEKBFFFE_01795,OIDPMNJM_00810,LNLMDAFO_01419,KPCADNOF_01230,AOV15993.1,APZ44437.1,OBS09241.1,AOU99120.1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
OG0000705,1,,,,,,,,,WP_011071566.1,IEKBFFFE_01837,OIDPMNJM_00838,LNLMDAFO_01447,KPCADNOF_03657,AOV17503.1,APZ43888.1,OBS09906.1,AOU98573.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000706,1,,,,,,,,,WP_011071213.1,IEKBFFFE_01859,OIDPMNJM_03713,LNLMDAFO_01253,KPCADNOF_02802,AOV18084.1,APZ44269.1,"OBS08117.1, OBS10986.1","AOU96851.1, AOU97855.1",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2
OG0000707,1,,,,,,,,WP_005408849.1,,IEKBFFFE_01863,"OIDPMNJM_03401, OIDPMNJM_03709",LNLMDAFO_01257,,AOV18081.1,APZ44264.1,OBS08102.1,AOU96855.1,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1,1
OG0000708,1,WP_009562410.1,,,,,,,,,IEKBFFFE_01925,OIDPMNJM_04763,LNLMDAFO_01132,KPCADNOF_00463,AOV16544.1,APZ43549.1,OBS08799.1,AOU99543.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000711,1,,,,,,,,,WP_011073680.1,IEKBFFFE_01935,OIDPMNJM_04753,LNLMDAFO_01142,KPCADNOF_01780,AOV16552.1,APZ43540.1,OBS08809.1,AOU97377.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000713,1,,,,,,,NP_252399.1,,,"IEKBFFFE_01977, IEKBFFFE_03761","OIDPMNJM_00879, OIDPMNJM_01697","LNLMDAFO_00536, LNLMDAFO_01184",,,APZ41806.1,,AOU96811.1,0,0,0,0,0,0,1,0,0,2,2,2,0,0,1,0,1
OG0000718,1,,,,,,,,,WP_011073972.1,IEKBFFFE_02055,OIDPMNJM_03569,LNLMDAFO_02454,KPCADNOF_02773,AOV15669.1,APZ41696.1,OBS09588.1,AOU96630.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000720,1,WP_012536102.1,,,,,,,,,IEKBFFFE_02116,OIDPMNJM_01797,LNLMDAFO_02283,KPCADNOF_03564,AOV18211.1,APZ43879.1,OBS08294.1,AOU99440.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000725,2,,,WP_004197250.1,WP_000884702.1,,,,,,IEKBFFFE_02270,"OIDPMNJM_01712, OIDPMNJM_04453",LNLMDAFO_00551,KPCADNOF_03002,AOV16612.1,APZ42983.1,OBS09847.1,AOU98490.1,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1
OG0000726,2,,,,WP_000096479.1,,,,WP_012480121.1,,IEKBFFFE_02279,OIDPMNJM_01721,LNLMDAFO_00560,KPCADNOF_00993,AOV16621.1,"APZ42992.1, APZ42993.1",OBS09838.1,AOU98482.1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,2,1,1
OG0000727,1,,,,WP_001212782.1,,,,,,IEKBFFFE_02280,"OIDPMNJM_01722, OIDPMNJM_02897",LNLMDAFO_00561,KPCADNOF_00992,AOV18455.1,APZ42994.1,OBS09837.1,AOU99700.1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1
OG0000728,1,,,,WP_000067950.1,,,,,,IEKBFFFE_02293,"OIDPMNJM_00045, OIDPMNJM_01735",LNLMDAFO_00574,KPCADNOF_03006,AOV16631.1,APZ43003.1,OBS09824.1,AOU98471.1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1
OG0000730,1,,,,,,,,WP_004143350.1,,IEKBFFFE_02299,OIDPMNJM_01741,LNLMDAFO_00580,KPCADNOF_03736,AOV16473.1,APZ42084.1,OBS08705.1,AOU97293.1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
OG0000735,1,,,,,,,,,WP_011072102.1,IEKBFFFE_02429,OIDPMNJM_03818,LNLMDAFO_00492,KPCADNOF_01805,AOV16403.1,APZ44120.1,OBS10141.1,AOU98809.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000736,2,,,,WP_000800457.1,,,,,WP_011073440.1,IEKBFFFE_02431,OIDPMNJM_03820,LNLMDAFO_00490,KPCADNOF_01668,AOV16401.1,APZ44733.1,OBS10143.1,AOU98811.1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000746,1,,,,,,,,,WP_007647520.1,IEKBFFFE_02762,OIDPMNJM_01902,LNLMDAFO_00303,KPCADNOF_00964,AOV17883.1,APZ43953.1,OBS09035.1,AOU98980.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000747,1,,,,,,,,,WP_011072032.1,IEKBFFFE_02763,OIDPMNJM_01901,LNLMDAFO_00302,KPCADNOF_00963,AOV17884.1,APZ43954.1,OBS09036.1,AOU98981.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000749,1,,,,,,,,,WP_011073892.1,IEKBFFFE_02782,OIDPMNJM_04344,LNLMDAFO_00283,KPCADNOF_03892,AOV17908.1,APZ42148.1,OBS09063.1,AOU99001.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000759,1,,,,,,,,,WP_011073915.1,IEKBFFFE_02821,OIDPMNJM_02947,LNLMDAFO_00792,KPCADNOF_00163,AOV17372.1,APZ43350.1,OBS08903.1,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
OG0000762,1,,,,,,,,,WP_011072929.1,IEKBFFFE_02827,OIDPMNJM_02953,LNLMDAFO_00798,KPCADNOF_00795,AOV17367.1,APZ42947.1,OBS08910.1,AOU97489.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000763,1,,,,,,,,,WP_011072962.1,IEKBFFFE_02832,OIDPMNJM_02958,LNLMDAFO_00803,KPCADNOF_02406,AOV17362.1,APZ42952.1,OBS08915.1,AOU97494.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000765,1,,,,,,,,,WP_011071915.1,IEKBFFFE_02849,"OIDPMNJM_00924, OIDPMNJM_02975",LNLMDAFO_00820,,AOV17351.1,APZ43589.1,OBS10305.1,AOU99576.1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,1
OG0000767,1,WP_009562818.1,,,,,,,,,IEKBFFFE_02873,OIDPMNJM_02999,LNLMDAFO_00844,KPCADNOF_02446,AOV17336.1,APZ42231.1,OBS10328.1,AOU97523.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000768,2,,,,WP_000516135.1,,,,,WP_011071367.1,IEKBFFFE_02876,OIDPMNJM_03002,LNLMDAFO_00847,KPCADNOF_02498,AOV17333.1,APZ42234.1,OBS10331.1,AOU99580.1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000773,1,,,,,,,,,WP_164925641.1,IEKBFFFE_02885,OIDPMNJM_03011,LNLMDAFO_00856,,AOV17326.1,APZ43870.1,OBS10339.1,AOU97529.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000774,1,WP_009566647.1,,,,,,,,,IEKBFFFE_02887,OIDPMNJM_03013,LNLMDAFO_00858,KPCADNOF_01593,AOV17324.1,APZ43868.1,OBS10341.1,AOU97530.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000775,1,,,,,,,,,WP_011071430.1,IEKBFFFE_02888,OIDPMNJM_03014,LNLMDAFO_00859,KPCADNOF_01767,AOV17323.1,APZ43867.1,OBS10342.1,AOU97531.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
