Orthogroup	MEGAHIT-AR1_L2.36	MEGAHIT-AR2_L2.57	MEGAHIT-AR3_L2.6	MEGAHIT-AR4_L2.41	acidihalobacter_aeolianus	acidihalobacter_ferrooxydans	acidihalobacter_prosperus	acidihalobacter_yilgarnensis	acidithiobacillus_ferrooxidans	acidithiobacillus_thiooxidans	burkholderia_pseudomallei	e_coli	l_ferriphilum.gbk	leptospirillum_ferriphilum	leptospirillum_ferrooxidans	pseudomonas_aeruginosa_pao1	s_maltophilia	shewanella_oneidensis	stenotrophomonas_maltophilia
OG0000010	IEKBFFFE_00444, IEKBFFFE_01196, IEKBFFFE_01593, IEKBFFFE_02211, IEKBFFFE_03157, IEKBFFFE_03232	OIDPMNJM_01162, OIDPMNJM_01968, OIDPMNJM_02750, OIDPMNJM_02856, OIDPMNJM_03337, OIDPMNJM_04108	LNLMDAFO_01039, LNLMDAFO_01665, LNLMDAFO_01960, LNLMDAFO_02748, LNLMDAFO_03058, LNLMDAFO_03259	KPCADNOF_02244, KPCADNOF_02312, KPCADNOF_02313, KPCADNOF_02722, KPCADNOF_03435, KPCADNOF_03529	AOV15893.1, AOV17423.1	APZ41913.1, APZ43045.1, APZ43048.1, APZ43287.1, APZ43409.1, APZ44023.1, APZ44212.1, APZ44335.1, APZ44344.1	OBS08846.1, OBS09349.1, OBS09355.1, OBS10678.1	AOU99234.1, AOU99552.1, AOU99813.1		WP_010641001.1	WP_004191832.1, WP_004192434.1, WP_004198096.1, WP_004199035.1, WP_004266874.1, WP_004523438.1, WP_004524825.1, WP_004525494.1, WP_004527053.1, WP_004529795.1, WP_004530333.1, WP_004535527.1, WP_004542709.1, WP_004553424.1, WP_004554105.1	WP_000021036.1, WP_000179165.1, WP_000192349.1, WP_000220396.1, WP_000531594.1, WP_000907792.1, WP_000916281.1, WP_000996005.1, WP_001300558.1	LFTS_01191	WP_180271604.1		NP_248897.1, NP_248971.1, NP_248993.1, NP_249017.1, NP_249294.1, NP_251031.1, NP_251877.1, NP_251944.1, NP_252228.1, NP_252297.1	WP_005408821.1, WP_012479769.1, WP_012480463.1	WP_011071049.1, WP_011071490.1, WP_011073420.1, WP_011074078.1, WP_011074249.1	WP_005408821.1, WP_012479769.1, WP_012480463.1
OG0000011	IEKBFFFE_01166, IEKBFFFE_01167, IEKBFFFE_01213, IEKBFFFE_01214, IEKBFFFE_01622, IEKBFFFE_01623, IEKBFFFE_01972, IEKBFFFE_01973	OIDPMNJM_00883, OIDPMNJM_00884, OIDPMNJM_01175, OIDPMNJM_01188, OIDPMNJM_01189, OIDPMNJM_02047, OIDPMNJM_03354, OIDPMNJM_03355, OIDPMNJM_04962, OIDPMNJM_04963	LNLMDAFO_00361, LNLMDAFO_00362, LNLMDAFO_01179, LNLMDAFO_01180, LNLMDAFO_01682, LNLMDAFO_01683, LNLMDAFO_03327, LNLMDAFO_03328	KPCADNOF_00022, KPCADNOF_01590, KPCADNOF_03464, KPCADNOF_03465, KPCADNOF_03541, KPCADNOF_03542, KPCADNOF_03575, KPCADNOF_03576, KPCADNOF_03804	AOV17671.1, AOV17672.1	APZ41796.1, APZ42107.1, APZ42108.1, APZ42347.1, APZ44144.1, APZ44145.1, APZ44170.1, APZ44171.1	OBS08236.1, OBS08237.1, OBS08660.1, OBS08661.1, OBS09747.1	AOU96755.1, AOU96756.1, AOU98143.1, AOU98402.1, AOU99655.1	WP_012537525.1, WP_012537526.1	WP_010638176.1, WP_010638178.1	WP_004192088.1, WP_004523051.1, WP_004525887.1, WP_004530143.1, WP_004536678.1, WP_004540637.1, WP_004553346.1, WP_004553458.1	WP_000107012.1, WP_000110948.1, WP_000193547.1, WP_000194927.1, WP_000573407.1, WP_000994906.1, WP_001128858.1, WP_001136229.1, WP_001196486.1, WP_001285536.1, WP_001301279.1	LFTS_00096, LFTS_00097	WP_036079796.1, WP_036079798.1	WP_014448344.1, WP_158310224.1	NP_250498.1, NP_250751.1, NP_253195.1, NP_253196.1		WP_011071922.1, WP_011071923.1	
OG0000012	IEKBFFFE_00483, IEKBFFFE_02858	OIDPMNJM_01347, OIDPMNJM_02984, OIDPMNJM_04401, OIDPMNJM_04928, OIDPMNJM_04931	LNLMDAFO_00829, LNLMDAFO_01080	KPCADNOF_00056, KPCADNOF_00138, KPCADNOF_00258, KPCADNOF_00969, KPCADNOF_01088, KPCADNOF_01216, KPCADNOF_01265, KPCADNOF_01284, KPCADNOF_01588, KPCADNOF_01703, KPCADNOF_01723, KPCADNOF_01740, KPCADNOF_02123, KPCADNOF_02180, KPCADNOF_02232, KPCADNOF_02365, KPCADNOF_02485, KPCADNOF_02550, KPCADNOF_02617, KPCADNOF_02675, KPCADNOF_02789, KPCADNOF_02817, KPCADNOF_02855, KPCADNOF_03477, KPCADNOF_03553, KPCADNOF_03584, KPCADNOF_03843, KPCADNOF_03887	AOV18168.1, AOV18569.1		OBS08244.1, OBS10313.1, OBS10502.1	AOU96747.1, AOU97510.1, AOU97655.1, AOU99549.1			WP_004189170.1, WP_004544542.1, WP_004552382.1, WP_004553630.1, WP_004553683.1	WP_000559125.1, WP_001211892.1	LFTS_00295, LFTS_01214, LFTS_01830	WP_023524264.1, WP_052157935.1, WP_099590513.1	WP_232502566.1	NP_249934.1, NP_250867.1, NP_251261.1, NP_251572.1, NP_252886.1, NP_252983.1, NP_253088.1	WP_005409581.1, WP_012480015.1, WP_012480381.1, WP_012480653.1, WP_012481281.1, WP_044570097.1	WP_011071621.1, WP_011072198.1, WP_011072500.1, WP_011074303.1, WP_164925920.1, WP_165443312.1	WP_005409581.1, WP_012480015.1, WP_012480381.1, WP_012480653.1, WP_012481281.1, WP_044570097.1
OG0000013	IEKBFFFE_00838	OIDPMNJM_02408, OIDPMNJM_02647, OIDPMNJM_05179	LNLMDAFO_02235	KPCADNOF_00018, KPCADNOF_00038, KPCADNOF_00099, KPCADNOF_00505, KPCADNOF_00939, KPCADNOF_00950, KPCADNOF_01147, KPCADNOF_01264, KPCADNOF_01479, KPCADNOF_02049, KPCADNOF_03024, KPCADNOF_03219, KPCADNOF_03819		APZ41729.1, APZ44201.1	OBS10824.1	AOU98066.1	WP_009561490.1	WP_010642051.1	WP_004522738.1, WP_004531338.1, WP_004533332.1, WP_004549320.1, WP_004552891.1, WP_004553082.1	WP_000186450.1, WP_000809774.1, WP_000876011.1, WP_001300633.1, WP_001326970.1	LFTS_00516, LFTS_01869	WP_036082928.1, WP_161781714.1	WP_014448964.1, WP_014450464.1, WP_081495377.1	NP_248723.1, NP_249619.1, NP_250302.1, NP_251273.1, NP_251514.1, NP_251734.1, NP_252152.1, NP_252635.1, NP_252663.1, NP_252801.1, NP_253543.1, NP_253669.2	WP_005408196.1, WP_012479230.1, WP_012480016.1, WP_012480152.1, WP_012481585.1, WP_033832994.1, WP_044569356.1, WP_044570714.1, WP_044570976.1, WP_044571112.1	WP_011071149.1, WP_011071458.1, WP_011071536.1, WP_011072501.1, WP_011073304.1, WP_011074077.1, WP_164925775.1, WP_202950644.1	WP_005408196.1, WP_012479230.1, WP_012480016.1, WP_012480152.1, WP_012481585.1, WP_033832994.1, WP_044569356.1, WP_044570714.1, WP_044570976.1, WP_044571112.1
OG0000014		OIDPMNJM_00002, OIDPMNJM_02264		KPCADNOF_02050, KPCADNOF_02051, KPCADNOF_02593, KPCADNOF_02936, KPCADNOF_02979, KPCADNOF_03752	AOV18348.1, AOV18407.1						WP_004184839.1, WP_004188734.1, WP_004192421.1, WP_004192810.1, WP_004193126.1, WP_004197176.1, WP_004523886.1, WP_004528392.1, WP_004529671.1, WP_004536608.1, WP_004537324.1, WP_011204593.1, WP_011853036.1	WP_000070491.1, WP_000481509.1, WP_000611335.1, WP_000633668.1, WP_000805428.1, WP_000991370.1, WP_001061917.1, WP_001113639.1, WP_001301727.1	LFTS_00448	WP_036081315.1	WP_014449353.1	NP_248724.1, NP_249292.1, NP_250088.1, NP_250668.1, NP_250670.1, NP_251066.1, NP_251276.1, NP_251589.1, NP_251735.1, NP_252294.1, NP_252403.1, NP_252568.1, NP_252637.1, NP_252763.1, NP_252769.1	WP_005407620.1, WP_005408195.1, WP_005408537.1, WP_005409067.1, WP_005411236.1, WP_005413261.1, WP_012478894.1, WP_012480332.1, WP_012480561.1, WP_012481215.1, WP_012481639.1, WP_044569421.1	WP_011070716.1, WP_011071154.1, WP_011071972.1, WP_011072594.1, WP_011072669.1, WP_011073713.1, WP_011074076.1	WP_005407620.1, WP_005408195.1, WP_005408537.1, WP_005409067.1, WP_005411236.1, WP_005413261.1, WP_012478894.1, WP_012480332.1, WP_012480561.1, WP_012481215.1, WP_012481639.1, WP_044569421.1
OG0000015	IEKBFFFE_00186, IEKBFFFE_00516, IEKBFFFE_00517, IEKBFFFE_00603, IEKBFFFE_01414, IEKBFFFE_01766, IEKBFFFE_02978, IEKBFFFE_02988, IEKBFFFE_03479	OIDPMNJM_00322, OIDPMNJM_00323, OIDPMNJM_00414, OIDPMNJM_00770, OIDPMNJM_00855, OIDPMNJM_01776, OIDPMNJM_02531, OIDPMNJM_03547	LNLMDAFO_01005, LNLMDAFO_01113, LNLMDAFO_01114, LNLMDAFO_01632, LNLMDAFO_01912, LNLMDAFO_02030, LNLMDAFO_02590, LNLMDAFO_02734, LNLMDAFO_03003	KPCADNOF_00857, KPCADNOF_00944	AOV15760.1, AOV15880.1, AOV15982.1, AOV16950.1	APZ43464.1, APZ44256.1	OBS07998.1, OBS08419.1, OBS09258.1, OBS09371.1, OBS09484.1, OBS10741.1	AOU97073.1, AOU98115.1, AOU99250.1, AOU99340.1, AOU99801.1	WP_009563486.1	WP_040429701.1, WP_198926438.1	WP_004195516.1, WP_004526891.1, WP_004534144.1, WP_004535190.1	WP_000097801.1, WP_000262172.1, WP_000723710.1, WP_001199295.1, WP_001199800.1	LFTS_00960, LFTS_01736, LFTS_01886	WP_036082988.1, WP_036083681.1, WP_201770206.1	WP_014448369.1, WP_014449629.1, WP_198408011.1	NP_249818.1, NP_250430.1, NP_251225.1, NP_252484.1, NP_253124.1	WP_005412488.1, WP_012481579.1, WP_044571190.1	WP_011071182.1	WP_005412488.1, WP_012481579.1, WP_044571190.1
OG0000016	IEKBFFFE_00392, IEKBFFFE_01066, IEKBFFFE_01978, IEKBFFFE_03624	OIDPMNJM_00878, OIDPMNJM_02518, OIDPMNJM_04441, OIDPMNJM_04876	LNLMDAFO_01185, LNLMDAFO_01328, LNLMDAFO_01584, LNLMDAFO_03348	KPCADNOF_02759, KPCADNOF_03612	AOV16240.1, AOV16533.1, AOV16575.1	APZ42097.1, APZ42778.1, APZ43260.1, APZ44165.1	OBS08440.1, OBS08784.1, OBS08837.1	AOU97094.1, AOU97410.1	WP_012536595.1, WP_012536996.1, WP_012607209.1		WP_004189216.1, WP_004193515.1, WP_004198383.1, WP_004203104.1, WP_004525043.1, WP_004527051.1, WP_004527142.1, WP_004528056.1, WP_004528662.1, WP_004529850.1, WP_004529989.1, WP_004531718.1, WP_004540665.1, WP_004549581.1, WP_004552813.1, WP_004556617.1	WP_000089110.1, WP_000115943.1, WP_000138615.1, WP_000183980.1, WP_000772831.1, WP_001009090.1, WP_001163872.1	LFTS_02282	WP_036080597.1	WP_014450204.1	NP_248910.1, NP_248956.1, NP_250674.1, NP_250815.1, NP_251013.1, NP_252194.1, NP_252711.1, NP_252762.1, NP_252812.1, NP_252878.1, NP_253586.1, NP_253999.1, NP_254060.1	WP_005409500.1, WP_012479650.1	WP_011071494.1, WP_011073337.1, WP_011074108.1	WP_005409500.1, WP_012479650.1
OG0000017	IEKBFFFE_00864, IEKBFFFE_01068, IEKBFFFE_01598, IEKBFFFE_02127, IEKBFFFE_02196, IEKBFFFE_03191	OIDPMNJM_00623, OIDPMNJM_01641, OIDPMNJM_02851, OIDPMNJM_03928, OIDPMNJM_04142, OIDPMNJM_04439	LNLMDAFO_00380, LNLMDAFO_01209, LNLMDAFO_01330, LNLMDAFO_01955, LNLMDAFO_01975, LNLMDAFO_03092	KPCADNOF_00005, KPCADNOF_01911, KPCADNOF_03451	AOV16238.1	APZ41830.1, APZ42332.1, APZ42745.1, APZ44035.1, APZ44580.1, APZ44581.1	OBS08438.1, OBS09651.1	AOU97022.1, AOU97092.1	WP_012536891.1	WP_010639082.1	WP_004184509.1, WP_004187998.1, WP_004188527.1, WP_004189016.1, WP_004195428.1, WP_004195771.1, WP_004195800.1, WP_004202045.1, WP_004202739.1, WP_004266690.1, WP_004522368.1, WP_004522988.1, WP_004523361.1, WP_004531000.1, WP_004531099.1, WP_004550374.1	WP_000228473.1, WP_000432970.1, WP_000884589.1	LFTS_00020	WP_036079644.1		NP_250718.1, NP_250772.1, NP_250936.1, NP_251267.1, NP_252654.1, NP_253198.1, NP_253472.1, NP_253995.1	WP_005407919.1, WP_005411782.1, WP_005413654.1, WP_012481255.1	WP_007647640.1, WP_011073571.1, WP_011073995.1, WP_011074172.1	WP_005407919.1, WP_005411782.1, WP_005413654.1, WP_012481255.1
OG0000018	IEKBFFFE_00309, IEKBFFFE_00985, IEKBFFFE_02079, IEKBFFFE_02544	OIDPMNJM_00069, OIDPMNJM_00516, OIDPMNJM_01602, OIDPMNJM_02140, OIDPMNJM_02289, OIDPMNJM_02727, OIDPMNJM_04226, OIDPMNJM_05061	LNLMDAFO_00191, LNLMDAFO_01459, LNLMDAFO_01950, LNLMDAFO_02906	KPCADNOF_00489, KPCADNOF_00615, KPCADNOF_01190, KPCADNOF_01730, KPCADNOF_02630	AOV16668.1, AOV16781.1, AOV17046.1, AOV18619.1	APZ42483.1, APZ42505.1, APZ43178.1, APZ43564.1	OBS08557.1, OBS09775.1, OBS10874.1, OBS10972.1	AOU97876.1, AOU99513.1, AOU99634.1, AOU99690.1	WP_009566877.1, WP_012606613.1	WP_010637138.1, WP_010638719.1	WP_004531410.1, WP_004553678.1, WP_024431904.1	WP_001033694.1, WP_001110573.1	LFTS_01339, LFTS_01461, LFTS_02321	WP_023524636.1, WP_036082780.1, WP_052157995.1	WP_014449258.1, WP_014449569.1, WP_014450232.1	NP_248763.1, NP_251547.1, NP_251677.1, NP_252004.1, NP_253284.1	WP_005408121.1, WP_005409083.1, WP_005411118.1, WP_012478890.1, WP_012479691.1	WP_011071147.1, WP_011072831.1, WP_011073487.1, WP_164925702.1	WP_005408121.1, WP_005409083.1, WP_005411118.1, WP_012478890.1, WP_012479691.1
OG0000019	IEKBFFFE_03337, IEKBFFFE_03751	OIDPMNJM_00391, OIDPMNJM_00436	LNLMDAFO_01032, LNLMDAFO_01535	KPCADNOF_03113	AOV16100.1, AOV17120.1	APZ43201.1, APZ43328.1	OBS07960.1, OBS08335.1, OBS10951.1	AOU96985.1, AOU97910.1	WP_009566515.1, WP_012536817.1, WP_012536972.1	WP_010636799.1, WP_010642327.1, WP_010642393.1, WP_010642472.1	WP_004188522.1, WP_004521877.1, WP_004522669.1, WP_004528338.1, WP_004534858.1, WP_004553926.1, WP_038741813.1	WP_000024872.1, WP_000667481.1, WP_001132469.1, WP_001197875.1, WP_001273151.1, WP_001273238.1	LFTS_00831, LFTS_02072	WP_036081968.1, WP_036083526.1	WP_014449300.1, WP_014449713.1	NP_249117.1, NP_250127.1, NP_250708.1, NP_251184.1, NP_251216.1, NP_251217.1, NP_252212.1, NP_252896.1, NP_253065.1, NP_253288.1	WP_005409111.1, WP_005411088.1, WP_012480062.1, WP_012480771.1, WP_012481119.1, WP_012481428.1, WP_012481429.1, WP_012481543.1	WP_011071991.1, WP_011073327.1, WP_011073333.1, WP_011073735.1, WP_011073987.1, WP_011074281.1	WP_005409111.1, WP_005411088.1, WP_012480062.1, WP_012480771.1, WP_012481119.1, WP_012481428.1, WP_012481429.1, WP_012481543.1
OG0000020	IEKBFFFE_00379, IEKBFFFE_00382, IEKBFFFE_00846, IEKBFFFE_03722	OIDPMNJM_01431, OIDPMNJM_03947, OIDPMNJM_04071, OIDPMNJM_04074, OIDPMNJM_04245, OIDPMNJM_05046	LNLMDAFO_00251, LNLMDAFO_00525, LNLMDAFO_01362, LNLMDAFO_01365	KPCADNOF_01437, KPCADNOF_03760	AOV16183.1, AOV16821.1, AOV16823.1, AOV17138.1, AOV17387.1, AOV17567.1	APZ42831.1, APZ43488.1, APZ43535.1, APZ43809.1, APZ43967.1, APZ44667.1	OBS08886.1, OBS09614.1, OBS10545.1	AOU97055.1, AOU97469.1, AOU97694.1, AOU98524.1, AOU98527.1, AOU98648.1	WP_009563479.1, WP_012536032.1, WP_012536237.1, WP_012607020.1, WP_012607022.1, WP_012607025.1, WP_158303822.1	WP_010642279.1, WP_202945927.1, WP_226825928.1	WP_004537516.1, WP_004550082.1, WP_004553965.1, WP_038713860.1	WP_000634283.1, WP_000862592.1	LFTS_00544, LFTS_00546, LFTS_01317	WP_036081541.1, WP_036082767.1, WP_052157776.1	WP_014449594.1, WP_014450397.1, WP_014450406.1	NP_250076.1, NP_250082.1, NP_253691.1, NP_253697.1	WP_005410469.1, WP_005414598.1	WP_011073061.1, WP_011073063.1	WP_005410469.1, WP_005414598.1
OG0000021	IEKBFFFE_00582, IEKBFFFE_02123, IEKBFFFE_03315	OIDPMNJM_04370, OIDPMNJM_04628	LNLMDAFO_02361, LNLMDAFO_03276	KPCADNOF_00205, KPCADNOF_00206, KPCADNOF_00551, KPCADNOF_00861, KPCADNOF_01408, KPCADNOF_01677, KPCADNOF_02112, KPCADNOF_02530, KPCADNOF_02755, KPCADNOF_02756, KPCADNOF_03091, KPCADNOF_03343, KPCADNOF_03662, KPCADNOF_03679	AOV18644.1	APZ41795.1, APZ44698.1	OBS08009.1	AOU99471.1, AOU99498.1			WP_004191707.1, WP_004194411.1, WP_004521456.1, WP_004521496.1, WP_004523457.1, WP_004523879.1, WP_004525363.1, WP_004529417.1, WP_004529841.1, WP_004550411.1, WP_004557914.1, WP_038742200.1	WP_000156811.1, WP_000174305.1, WP_000215549.1, WP_000234823.1, WP_000331776.1, WP_000406488.1, WP_000523845.1, WP_000636500.1, WP_000833679.1, WP_001131164.1, WP_001297764.1, WP_001300742.1				NP_248810.1, NP_249488.1, NP_249960.1, NP_250217.1, NP_250318.1, NP_252874.1, NP_253457.1, NP_253593.1, NP_254043.1, NP_254212.1	WP_005408509.1, WP_005409753.1, WP_012480578.1	WP_011070711.1, WP_011070781.1, WP_011072770.1, WP_011072796.1	WP_005408509.1, WP_005409753.1, WP_012480578.1
OG0000022	IEKBFFFE_00016, IEKBFFFE_01720, IEKBFFFE_01818, IEKBFFFE_02745, IEKBFFFE_03588, IEKBFFFE_03772	OIDPMNJM_00047, OIDPMNJM_02304, OIDPMNJM_03087, OIDPMNJM_04387, OIDPMNJM_05257	LNLMDAFO_01233, LNLMDAFO_01868, LNLMDAFO_01902, LNLMDAFO_02048, LNLMDAFO_02113	KPCADNOF_01151, KPCADNOF_01992, KPCADNOF_02142, KPCADNOF_03720	AOV16129.1, AOV16968.1, AOV17401.1, AOV18451.1	APZ42053.1, APZ42068.1, APZ43942.1, APZ44149.1, APZ44688.1	OBS08860.1, OBS09678.1, OBS09866.1, OBS10764.1	AOU97452.1, AOU98094.1, AOU99705.1	WP_009563459.1, WP_012537671.1	WP_010640586.1, WP_238529121.1	WP_004534557.1, WP_004534652.1, WP_004539779.1, WP_004554063.1	WP_000150637.1	LFTS_01614, LFTS_01938	WP_014961634.1, WP_036083366.1	WP_014448908.1, WP_014449130.1	NP_251502.1, NP_252084.1, NP_252362.1, NP_252726.1	WP_005411560.1, WP_005411567.1, WP_012478891.1, WP_012479390.1	WP_011070483.1, WP_011070837.1, WP_011071881.1, WP_011071977.1, WP_011073574.1	WP_005411560.1, WP_005411567.1, WP_012478891.1, WP_012479390.1
OG0000023	IEKBFFFE_02461, IEKBFFFE_02462, IEKBFFFE_02463, IEKBFFFE_03387, IEKBFFFE_03388	OIDPMNJM_00563, OIDPMNJM_01374, OIDPMNJM_01375, OIDPMNJM_01388, OIDPMNJM_03850, OIDPMNJM_03851, OIDPMNJM_03852	LNLMDAFO_00114, LNLMDAFO_00115, LNLMDAFO_00458, LNLMDAFO_00459, LNLMDAFO_00460	KPCADNOF_01468, KPCADNOF_02870, KPCADNOF_02871	AOV16167.1, AOV16168.1, AOV18105.1, AOV18106.1, AOV18107.1	APZ42118.1, APZ42119.1, APZ42557.1, APZ42646.1, APZ44290.1, APZ44291.1, APZ44292.1	OBS07886.1, OBS07888.1, OBS08142.1, OBS08143.1, OBS08144.1, OBS09630.1, OBS09631.1	AOU96829.1, AOU96830.1, AOU96831.1, AOU97040.1, AOU97041.1, AOU97754.1, AOU97756.1	WP_012536052.1, WP_012536053.1	WP_010638292.1, WP_010641330.1, WP_010641331.1	WP_004188450.1	WP_001326494.1	LFTS_01118	WP_036082561.1	WP_014448708.1, WP_014448785.1	NP_249086.1, NP_249087.1	WP_004141526.1, WP_004147099.1, WP_043033789.1	WP_011073220.1, WP_011073221.1	WP_004141526.1, WP_004147099.1, WP_043033789.1
OG0000024	IEKBFFFE_00260, IEKBFFFE_00389, IEKBFFFE_00544, IEKBFFFE_00725, IEKBFFFE_00731, IEKBFFFE_00916, IEKBFFFE_01619, IEKBFFFE_01702, IEKBFFFE_02162, IEKBFFFE_02183, IEKBFFFE_02233, IEKBFFFE_02605, IEKBFFFE_02960, IEKBFFFE_03116, IEKBFFFE_03637	OIDPMNJM_00012, OIDPMNJM_00182, OIDPMNJM_00503, OIDPMNJM_02050, OIDPMNJM_02216, OIDPMNJM_02337, OIDPMNJM_02521, OIDPMNJM_03275, OIDPMNJM_03738, OIDPMNJM_04405, OIDPMNJM_04427, OIDPMNJM_04889, OIDPMNJM_04915	LNLMDAFO_00142, LNLMDAFO_00358, LNLMDAFO_00367, LNLMDAFO_00651, LNLMDAFO_01277, LNLMDAFO_01342, LNLMDAFO_01583, LNLMDAFO_01824, LNLMDAFO_01840, LNLMDAFO_03151, LNLMDAFO_03361			APZ41996.1, APZ42294.1, APZ42719.1, APZ43049.1, APZ43343.1, APZ43433.1, APZ43603.1, APZ43756.1, APZ43839.1, APZ43958.1, APZ44298.1	OBS10587.1	AOU97834.1, AOU98157.1, AOU98167.1, AOU99667.1		WP_088775926.1	WP_085965013.1	WP_085947771.1					WP_087944427.1, WP_087944428.1, WP_087944436.1	WP_076611921.1, WP_141135407.1	WP_087944427.1, WP_087944428.1, WP_087944436.1
OG0000025	IEKBFFFE_00793, IEKBFFFE_01726, IEKBFFFE_02063	OIDPMNJM_02702, OIDPMNJM_03561, OIDPMNJM_05087	LNLMDAFO_00591, LNLMDAFO_02462, LNLMDAFO_03234		AOV18235.1, AOV18266.1	APZ41739.1, APZ42206.1, APZ44396.1	OBS08332.1, OBS09536.1	AOU96689.1, AOU99390.1	WP_009560918.1, WP_009567391.1, WP_012536401.1	WP_010640122.1, WP_010641319.1, WP_010642120.1	WP_004521673.1, WP_004531180.1, WP_004534908.1, WP_004547675.1, WP_038730208.1	WP_000435167.1, WP_000446378.1, WP_000854021.1, WP_001300356.1, WP_001326681.1	LFTS_00873, LFTS_00940, LFTS_00943, LFTS_02012	WP_014961709.1, WP_036082216.1, WP_052157837.1, WP_099590644.1	WP_014449225.1, WP_014449643.1, WP_014449646.1, WP_014449667.1	NP_249922.1, NP_249928.1, NP_251120.1, NP_251526.1, NP_251826.1, NP_251994.1, NP_252050.1, NP_252581.1, NP_253846.1	WP_005408768.1, WP_012479578.1, WP_012480493.1, WP_012481236.1, WP_012481668.1	WP_011073764.1	WP_005408768.1, WP_012479578.1, WP_012480493.1, WP_012481236.1, WP_012481668.1
OG0000026	IEKBFFFE_00048, IEKBFFFE_01175, IEKBFFFE_02088	OIDPMNJM_02003, OIDPMNJM_02688, OIDPMNJM_02873, OIDPMNJM_03455	LNLMDAFO_00714, LNLMDAFO_01372, LNLMDAFO_01932	KPCADNOF_02078	AOV15711.1, AOV15915.1, AOV16033.1, AOV16577.1, AOV16893.1, AOV17847.1	APZ42649.1, APZ42743.1, APZ42930.1, APZ43050.1, APZ43336.1, APZ43731.1	OBS07852.1, OBS07932.1, OBS10277.1, OBS10962.1	AOU97702.1, AOU98085.1, AOU98323.1	WP_009561902.1, WP_012536413.1, WP_012606706.1, WP_012607090.1, WP_229129798.1	WP_010639027.1, WP_010639479.1, WP_029316022.1, WP_141565803.1	WP_004553704.1, WP_038741908.1, WP_226992851.1	WP_001350488.1	LFTS_00380, LFTS_00923, LFTS_01001, LFTS_01288, LFTS_01724, LFTS_01725, LFTS_02057, LFTS_02205	WP_023524895.1, WP_036080201.1, WP_036082104.1, WP_036082283.1, WP_036082737.1, WP_052157718.1	WP_014448586.1, WP_014448728.1, WP_014449004.1, WP_232502568.1, WP_232502581.1	NP_249419.1		WP_011073632.1	
OG0000027	IEKBFFFE_01639, IEKBFFFE_02524, IEKBFFFE_02783	OIDPMNJM_00465, OIDPMNJM_01578, OIDPMNJM_03615, OIDPMNJM_04343	LNLMDAFO_00052, LNLMDAFO_00171, LNLMDAFO_00282	KPCADNOF_00193, KPCADNOF_01405, KPCADNOF_03893	AOV15856.1, AOV18634.1	APZ42147.1, APZ43438.1, APZ44445.1	OBS09064.1, OBS09399.1, OBS10700.1	AOU98175.1, AOU99271.1, AOU99763.1	WP_012536182.1	WP_010641165.1	WP_004192107.1, WP_004192768.1, WP_004531754.1, WP_011204344.1	WP_001214147.1, WP_001272592.1, WP_001301085.1	LFTS_00087, LFTS_00685, LFTS_00847, LFTS_00925, LFTS_01870	WP_023525629.1, WP_036082929.1, WP_052157689.1, WP_052157943.1, WP_161781729.1	WP_014448332.1, WP_014448963.1, WP_014449867.1, WP_148272592.1	NP_252313.1, NP_252476.1, NP_253094.1, NP_253611.1, NP_253820.1	WP_005408087.1, WP_005409011.1, WP_012478925.1, WP_012480836.1	WP_011070463.1, WP_011073289.1, WP_011073893.1, WP_164925869.1	WP_005408087.1, WP_005409011.1, WP_012478925.1, WP_012480836.1
OG0000028	IEKBFFFE_02455, IEKBFFFE_03046, IEKBFFFE_03368	OIDPMNJM_00716, OIDPMNJM_02918, OIDPMNJM_03844, OIDPMNJM_05121	LNLMDAFO_00466, LNLMDAFO_01798, LNLMDAFO_02027		AOV16147.1, AOV16280.1, AOV16283.1	APZ44182.1, APZ44246.1	OBS08486.1, OBS08500.1, OBS09660.1	AOU97132.1, AOU99504.1	WP_012536221.1, WP_012536512.1	WP_010638765.1, WP_010641967.1, WP_010641976.1	WP_004192408.1, WP_004194757.1, WP_004197309.1, WP_004203996.1	WP_000007101.1, WP_000047499.1, WP_000123737.1, WP_000219203.1, WP_001295553.1	LFTS_02241	WP_023524709.1	WP_014449549.1, WP_014450159.1	NP_249119.1, NP_249146.1, NP_251530.1, NP_252156.1, NP_252550.3, NP_252639.1	WP_012479049.1, WP_012479589.1, WP_012479936.1, WP_012481418.1	WP_011070767.1, WP_011071179.1, WP_011071227.1, WP_011071370.1, WP_011071592.1, WP_011071684.1, WP_011072523.1, WP_011072757.1, WP_011073021.1, WP_011073255.1, WP_011073558.1, WP_011073749.1	WP_012479049.1, WP_012479589.1, WP_012479936.1, WP_012481418.1
